"No.","Time","Source","Destination","Protocol","Length","Info"
"1019","17.334976","192.168.1.6","192.168.1.1","TCP","54","20605  >  53 [ACK] Seq=32 Ack=97 Win=131072 Len=0"
"1020","17.339162","192.168.1.1","192.168.1.6","TCP","54","53  >  20604 [FIN, ACK] Seq=270 Ack=32 Win=29216 Len=0"
"1021","17.339228","192.168.1.6","192.168.1.1","TCP","54","20604  >  53 [ACK] Seq=32 Ack=271 Win=131072 Len=0"
"1022","17.362097","192.168.1.6","192.168.1.1","TCP","54","20610  >  53 [ACK] Seq=44 Ack=2 Win=131328 Len=0"
"1023","17.377550","20.207.73.82","192.168.1.6","TCP","66","443  >  20611 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1436 SACK_PERM WS=1024"
"1024","17.377550","192.168.1.1","192.168.1.6","DNS","165","Standard query response 0x6291 HTTPS safebrowsing.google.com CNAME sb.l.google.com SOA ns1.google.com"
"1025","17.377698","192.168.1.6","20.207.73.82","TCP","54","20611  >  443 [ACK] Seq=1 Ack=1 Win=132096 Len=0"
"1026","17.377790","52.111.252.17","192.168.1.6","TCP","54","443  >  20603 [ACK] Seq=14057 Ack=2678 Win=524544 Len=0"
"1027","17.377819","192.168.1.6","192.168.1.1","TCP","54","20610  >  53 [FIN, ACK] Seq=44 Ack=113 Win=131072 Len=0"
"1028","17.378241","142.250.192.4","192.168.1.6","UDP","269","443  >  57976 Len=227"
"1029","17.378915","192.168.1.6","20.207.73.82","TCP","1490","20611  >  443 [ACK] Seq=1 Ack=1 Win=132096 Len=1436 [TCP PDU reassembled in 1030]"
"1030","17.378915","192.168.1.6","20.207.73.82","TLSv1.3","481","Client Hello (SNI=github.com)"
"1031","17.383241","142.250.192.4","192.168.1.6","UDP","64","443  >  57976 Len=22"
"1032","17.383241","192.168.1.1","192.168.1.6","TCP","54","53  >  20610 [FIN, ACK] Seq=113 Ack=45 Win=29216 Len=0"
"1033","17.383322","192.168.1.6","192.168.1.1","TCP","54","20610  >  53 [ACK] Seq=45 Ack=114 Win=131072 Len=0"
"1034","17.383525","192.168.1.6","142.250.192.4","UDP","78","57976  >  443 Len=36"
"1035","17.387091","142.250.192.4","192.168.1.6","UDP","247","443  >  57976 Len=205"
"1036","17.387478","142.250.192.4","192.168.1.6","UDP","65","443  >  57976 Len=23"
"1037","17.387620","192.168.1.6","142.250.192.4","UDP","78","57976  >  443 Len=36"
"1038","17.389865","142.250.192.4","192.168.1.6","UDP","247","443  >  57976 Len=205"
"1039","17.389865","142.250.192.4","192.168.1.6","UDP","65","443  >  57976 Len=23"
"1040","17.390145","192.168.1.6","142.250.192.4","UDP","78","57976  >  443 Len=36"
"1041","17.454775","192.168.1.6","142.250.192.4","UDP","72","57976  >  443 Len=30"
"1042","17.457223","142.250.192.4","192.168.1.6","UDP","1288","443  >  57976 Len=1246"
"1043","17.457223","142.250.192.4","192.168.1.6","UDP","208","443  >  57976 Len=166"
"1044","17.457223","142.250.192.4","192.168.1.6","UDP","225","443  >  57976 Len=183"
"1045","17.457223","20.207.73.82","192.168.1.6","TCP","54","443  >  20611 [ACK] Seq=1 Ack=1864 Win=71680 Len=0"
"1046","17.457223","20.207.73.82","192.168.1.6","TLSv1.3","1490","Server Hello, Change Cipher Spec, Application Data"
"1047","17.457223","20.207.73.82","192.168.1.6","TCP","1490","443  >  20611 [PSH, ACK] Seq=1437 Ack=1864 Win=71680 Len=1436 [TCP PDU reassembled in 1048]"
"1048","17.457223","20.207.73.82","192.168.1.6","TLSv1.3","675","Application Data, Application Data, Application Data"
"1049","17.457223","142.250.192.4","192.168.1.6","UDP","66","443  >  57976 Len=24"
"1050","17.457223","142.250.192.4","192.168.1.6","UDP","67","443  >  57976 Len=25"
"1051","17.457590","192.168.1.6","20.207.73.82","TCP","54","20611  >  443 [ACK] Seq=1864 Ack=2873 Win=132096 Len=0"
"1052","17.457932","192.168.1.6","142.250.192.4","UDP","78","57976  >  443 Len=36"
"1053","17.462194","142.250.192.4","192.168.1.6","UDP","1288","443  >  57976 Len=1246"
"1054","17.462248","192.168.1.6","20.207.73.82","TLSv1.3","118","Change Cipher Spec, Application Data"
"1055","17.462873","192.168.1.6","142.250.192.4","UDP","76","57976  >  443 Len=34"
"1056","17.464566","192.168.1.6","20.207.73.82","TLSv1.3","146","Application Data"
"1057","17.465398","192.168.1.6","20.207.73.82","TCP","1490","20611  >  443 [ACK] Seq=2020 Ack=3494 Win=131328 Len=1436 [TCP PDU reassembled in 1058]"
"1058","17.465398","192.168.1.6","20.207.73.82","TLSv1.3","76","Application Data"
"1059","17.548333","192.168.1.6","142.250.192.4","UDP","72","57976  >  443 Len=30"
"1060","17.549153","142.250.192.4","192.168.1.6","UDP","69","443  >  57976 Len=27"
"1061","17.549153","142.250.192.4","192.168.1.6","UDP","69","443  >  57976 Len=27"
"1062","17.549153","20.207.73.82","192.168.1.6","TLSv1.3","133","Application Data"
"1063","17.549153","20.207.73.82","192.168.1.6","TLSv1.3","133","Application Data"
"1064","17.549153","20.207.73.82","192.168.1.6","TLSv1.3","118","Application Data"
"1065","17.549362","20.207.73.82","192.168.1.6","TCP","66","[TCP Dup ACK 1064#1] 443  >  20611 [ACK] Seq=3716 Ack=2020 Win=74752 Len=0 SLE=3456 SRE=3478"
"1066","17.549362","20.207.73.82","192.168.1.6","TCP","54","443  >  20611 [ACK] Seq=3716 Ack=3478 Win=77824 Len=0"
"1067","17.549591","192.168.1.6","20.207.73.82","TCP","54","20611  >  443 [ACK] Seq=3478 Ack=3652 Win=131328 Len=0"
"1068","17.550022","192.168.1.6","20.207.73.82","TLSv1.3","85","Application Data"
"1069","17.624340","142.250.192.4","192.168.1.6","UDP","71","443  >  57976 Len=29"
"1070","17.624340","20.207.73.82","192.168.1.6","TCP","54","443  >  20611 [ACK] Seq=3716 Ack=3509 Win=77824 Len=0"
"1071","17.673270","192.168.1.6","20.198.118.190","TCP","55","19351  >  443 [ACK] Seq=1 Ack=1 Win=517 Len=1"
"1072","17.710618","20.198.118.190","192.168.1.6","TCP","66","443  >  19351 [ACK] Seq=1 Ack=2 Win=8192 Len=0 SLE=1 SRE=2"
"1073","18.314502","192.168.1.6","192.168.1.1","TCP","66","20612  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1074","18.323003","192.168.1.1","192.168.1.6","TCP","66","53  >  20612 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=32"
"1075","18.323124","192.168.1.6","192.168.1.1","TCP","54","20612  >  53 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"1076","18.323358","192.168.1.6","192.168.1.1","TCP","56","20612  >  53 [PSH, ACK] Seq=1 Ack=1 Win=131328 Len=2 [TCP PDU reassembled in 1077]"
"1077","18.323601","192.168.1.6","192.168.1.1","DNS","95","Standard query 0xf890 A safebrowsing.google.com"
"1078","18.325490","192.168.1.1","192.168.1.6","TCP","54","53  >  20612 [ACK] Seq=1 Ack=3 Win=29216 Len=0"
"1079","18.326567","192.168.1.1","192.168.1.6","TCP","54","53  >  20612 [ACK] Seq=1 Ack=44 Win=29216 Len=0"
"1080","18.532148","192.168.1.6","192.168.1.1","NBNS","110","Refresh NB DELL<00>"
"1081","18.646102","192.168.1.6","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"1082","18.694629","192.168.1.6","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"1083","18.843121","20.207.73.82","192.168.1.6","TLSv1.3","1490","Application Data"
"1084","18.843121","20.207.73.82","192.168.1.6","TLSv1.3","1490","Application Data"
"1085","18.843121","20.207.73.82","192.168.1.6","TLSv1.3","1490","Application Data"
"1086","18.843121","20.207.73.82","192.168.1.6","TLSv1.3","1490","Application Data"
"1087","18.843121","20.207.73.82","192.168.1.6","TLSv1.3","1490","Application Data"
"1088","18.843121","20.207.73.82","192.168.1.6","TLSv1.3","1490","Application Data"
"1089","18.843121","20.207.73.82","192.168.1.6","TLSv1.3","1182","Application Data"
"1090","18.843121","20.207.73.82","192.168.1.6","TLSv1.3","1490","Application Data"
"1091","18.843121","20.207.73.82","192.168.1.6","TLSv1.3","1490","Application Data"
"1092","18.843121","20.207.73.82","192.168.1.6","TLSv1.3","1490","Application Data"
"1093","18.843626","192.168.1.6","20.207.73.82","TCP","54","20611  >  443 [ACK] Seq=3509 Ack=6588 Win=132096 Len=0"
"1094","18.843813","192.168.1.6","20.207.73.82","TCP","54","20611  >  443 [ACK] Seq=3509 Ack=9460 Win=132096 Len=0"
"1095","18.843933","192.168.1.6","20.207.73.82","TCP","54","20611  >  443 [ACK] Seq=3509 Ack=12332 Win=132096 Len=0"
"1096","18.844032","192.168.1.6","20.207.73.82","TCP","54","20611  >  443 [ACK] Seq=3509 Ack=14896 Win=132096 Len=0"
"1097","18.844119","192.168.1.6","20.207.73.82","TCP","54","20611  >  443 [ACK] Seq=3509 Ack=17768 Win=132096 Len=0"
"1098","18.866751","20.207.73.82","192.168.1.6","TLSv1.3","1490","Application Data"
"1099","18.872571","20.207.73.82","192.168.1.6","TLSv1.3","1490","Application Data"
"1100","18.872571","20.207.73.82","192.168.1.6","TLSv1.3","1490","Application Data"
"1101","18.872690","20.207.73.82","192.168.1.6","TLSv1.3","1490","Application Data"
"1102","18.872690","20.207.73.82","192.168.1.6","TLSv1.3","1490","Application Data"
"1103","18.872697","192.168.1.6","20.207.73.82","TCP","54","20611  >  443 [ACK] Seq=3509 Ack=20640 Win=132096 Len=0"
"1104","18.872782","192.168.1.6","20.207.73.82","TCP","54","20611  >  443 [ACK] Seq=3509 Ack=23512 Win=132096 Len=0"
"1105","18.879523","20.207.73.82","192.168.1.6","TLSv1.3","1490","Application Data"
"1106","18.879523","20.207.73.82","192.168.1.6","TLSv1.3","1490","Application Data"
"1107","18.879523","20.207.73.82","192.168.1.6","TLSv1.3","1490","Application Data"
"1108","18.879523","20.207.73.82","192.168.1.6","TLSv1.3","1490","Application Data"
"1109","18.879523","20.207.73.82","192.168.1.6","TLSv1.3","1490","Application Data"
"1110","18.879523","20.207.73.82","192.168.1.6","TLSv1.3","1490","Application Data"
"1111","18.879523","20.207.73.82","192.168.1.6","TLSv1.3","1490","Application Data"
"1112","18.879723","192.168.1.6","20.207.73.82","TCP","54","20611  >  443 [ACK] Seq=3509 Ack=26384 Win=132096 Len=0"
"1113","18.879814","192.168.1.6","20.207.73.82","TCP","54","20611  >  443 [ACK] Seq=3509 Ack=29256 Win=132096 Len=0"
"1114","18.879844","192.168.1.6","20.207.73.82","TCP","54","20611  >  443 [ACK] Seq=3509 Ack=32128 Win=132096 Len=0"
"1115","18.879874","192.168.1.6","20.207.73.82","TCP","54","20611  >  443 [ACK] Seq=3509 Ack=35000 Win=132096 Len=0"
"1116","18.880742","20.207.73.82","192.168.1.6","TLSv1.3","1490","Application Data"
"1117","18.880742","20.207.73.82","192.168.1.6","TLSv1.3","1490","Application Data"
"1118","18.880817","192.168.1.6","20.207.73.82","TCP","54","20611  >  443 [ACK] Seq=3509 Ack=37872 Win=132096 Len=0"
"1119","18.880924","20.207.73.82","192.168.1.6","TLSv1.3","1490","Application Data"
"1120","18.880924","20.207.73.82","192.168.1.6","TLSv1.3","1490","Application Data"
"1121","18.880924","20.207.73.82","192.168.1.6","TLSv1.3","1490","Application Data"
"1122","18.880924","20.207.73.82","192.168.1.6","TLSv1.3","1490","Application Data"
"1123","18.880984","192.168.1.6","20.207.73.82","TCP","54","20611  >  443 [ACK] Seq=3509 Ack=40744 Win=132096 Len=0"
"1124","18.881044","192.168.1.6","20.207.73.82","TCP","54","20611  >  443 [ACK] Seq=3509 Ack=43616 Win=132096 Len=0"
"1125","18.884647","20.207.73.82","192.168.1.6","TLSv1.3","1490","Application Data"
"1126","18.884647","20.207.73.82","192.168.1.6","TLSv1.3","1490","Application Data"
"1127","18.884780","192.168.1.6","20.207.73.82","TCP","54","20611  >  443 [ACK] Seq=3509 Ack=46488 Win=132096 Len=0"
"1128","18.892169","192.168.1.6","185.199.108.154","TCP","66","20613  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1129","18.894353","192.168.1.6","142.250.192.4","UDP","555","57976  >  443 Len=513"
"1130","18.896769","192.168.1.6","142.250.192.4","UDP","353","57976  >  443 Len=311"
"1131","18.900101","185.199.108.154","192.168.1.6","TCP","66","443  >  20613 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1420 SACK_PERM WS=512"
"1132","18.900217","192.168.1.6","185.199.108.154","TCP","54","20613  >  443 [ACK] Seq=1 Ack=1 Win=131840 Len=0"
"1133","18.901518","192.168.1.6","185.199.108.154","TCP","1474","20613  >  443 [ACK] Seq=1 Ack=1 Win=131840 Len=1420 [TCP PDU reassembled in 1134]"
"1134","18.901518","192.168.1.6","185.199.108.154","TLSv1.3","654","Client Hello (SNI=github.githubassets.com)"
"1135","18.907227","185.199.108.154","192.168.1.6","TCP","54","443  >  20613 [ACK] Seq=1 Ack=1421 Win=144896 Len=0"
"1136","18.907227","185.199.108.154","192.168.1.6","TCP","54","443  >  20613 [ACK] Seq=1 Ack=2021 Win=147968 Len=0"
"1137","18.908520","20.207.73.82","192.168.1.6","TLSv1.3","1490","Application Data"
"1138","18.908840","20.207.73.82","192.168.1.6","TLSv1.3","1490","Application Data"
"1139","18.908840","20.207.73.82","192.168.1.6","TLSv1.3","1490","Application Data"
"1140","18.908894","20.207.73.82","192.168.1.6","TLSv1.3","1490","Application Data"
"1141","18.908911","192.168.1.6","20.207.73.82","TCP","54","20611  >  443 [ACK] Seq=3509 Ack=49360 Win=132096 Len=0"
"1142","18.908997","192.168.1.6","20.207.73.82","TCP","54","20611  >  443 [ACK] Seq=3509 Ack=52232 Win=132096 Len=0"
"1143","18.909489","20.207.73.82","192.168.1.6","TLSv1.3","1490","Application Data"
"1144","18.909489","20.207.73.82","192.168.1.6","TLSv1.3","1490","Application Data"
"1145","18.909558","192.168.1.6","20.207.73.82","TCP","54","20611  >  443 [ACK] Seq=3509 Ack=55104 Win=132096 Len=0"
"1146","18.909671","20.207.73.82","192.168.1.6","TLSv1.3","1490","Application Data, Application Data"
"1147","18.909919","20.207.73.82","192.168.1.6","TLSv1.3","1490","Application Data"
"1148","18.909919","20.207.73.82","192.168.1.6","TLSv1.3","1490","Application Data"
"1149","18.909955","20.207.73.82","192.168.1.6","TLSv1.3","1490","Application Data"
"1150","18.909964","192.168.1.6","20.207.73.82","TCP","54","20611  >  443 [ACK] Seq=3509 Ack=57976 Win=132096 Len=0"
"1151","18.910009","192.168.1.6","20.207.73.82","TCP","54","20611  >  443 [ACK] Seq=3509 Ack=60848 Win=132096 Len=0"
"1152","18.910588","20.207.73.82","192.168.1.6","TLSv1.3","1490","Application Data"
"1153","18.910588","20.207.73.82","192.168.1.6","TLSv1.3","1490","Application Data"
"1154","18.910725","192.168.1.6","20.207.73.82","TCP","54","20611  >  443 [ACK] Seq=3509 Ack=63720 Win=132096 Len=0"
"1155","18.911114","20.207.73.82","192.168.1.6","TLSv1.3","1490","Application Data"
"1156","18.911114","20.207.73.82","192.168.1.6","TLSv1.3","1490","Application Data"
"1157","18.911174","192.168.1.6","20.207.73.82","TCP","54","20611  >  443 [ACK] Seq=3509 Ack=66592 Win=132096 Len=0"
"1158","18.911563","20.207.73.82","192.168.1.6","TLSv1.3","1490","Application Data"
"1159","18.911563","20.207.73.82","192.168.1.6","TLSv1.3","1490","Application Data"
"1160","18.911620","192.168.1.6","20.207.73.82","TCP","54","20611  >  443 [ACK] Seq=3509 Ack=69464 Win=132096 Len=0"
"1161","18.912486","20.207.73.82","192.168.1.6","TLSv1.3","1401","Application Data, Application Data"
"1162","18.912486","185.199.108.154","192.168.1.6","TLSv1.3","507","Server Hello, Change Cipher Spec, Application Data, Application Data, Application Data"
"1163","18.913047","192.168.1.6","185.199.108.154","TLSv1.3","118","Change Cipher Spec, Application Data"
"1164","18.917345","142.250.192.4","192.168.1.6","UDP","75","443  >  57976 Len=33"
"1165","18.918471","185.199.108.154","192.168.1.6","TCP","54","443  >  20613 [ACK] Seq=454 Ack=2085 Win=147968 Len=0"
"1166","18.922613","142.250.192.4","192.168.1.6","UDP","75","443  >  57976 Len=33"
"1167","18.922942","192.168.1.6","142.250.192.4","UDP","74","57976  >  443 Len=32"
"1168","18.926564","192.168.1.6","192.168.1.1","TCP","66","20614  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1169","18.926810","192.168.1.6","192.168.1.1","TCP","66","20615  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1170","18.937265","192.168.1.1","192.168.1.6","TCP","66","53  >  20614 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=32"
"1171","18.937265","192.168.1.1","192.168.1.6","TCP","66","53  >  20615 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=32"
"1172","18.937368","192.168.1.6","192.168.1.1","TCP","54","20614  >  53 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"1173","18.937425","192.168.1.6","192.168.1.1","TCP","54","20615  >  53 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"1174","18.938074","192.168.1.6","192.168.1.1","TCP","56","20615  >  53 [PSH, ACK] Seq=1 Ack=1 Win=131328 Len=2 [TCP PDU reassembled in 1175]"
"1175","18.938131","192.168.1.6","192.168.1.1","DNS","101","Standard query 0xe2ef HTTPS github-cloud.s3.amazonaws.com"
"1176","18.938362","192.168.1.6","192.168.1.1","TCP","56","20614  >  53 [PSH, ACK] Seq=1 Ack=1 Win=131328 Len=2 [TCP PDU reassembled in 1177]"
"1177","18.938416","192.168.1.6","192.168.1.1","DNS","101","Standard query 0xad8f A github-cloud.s3.amazonaws.com"
"1178","18.952174","192.168.1.1","192.168.1.6","TCP","54","53  >  20615 [ACK] Seq=1 Ack=3 Win=29216 Len=0"
"1179","18.952174","192.168.1.1","192.168.1.6","TCP","54","53  >  20615 [ACK] Seq=1 Ack=50 Win=29216 Len=0"
"1180","18.952300","192.168.1.1","192.168.1.6","TCP","54","53  >  20614 [ACK] Seq=1 Ack=3 Win=29216 Len=0"
"1181","18.952300","192.168.1.1","192.168.1.6","TCP","54","53  >  20614 [ACK] Seq=1 Ack=50 Win=29216 Len=0"
"1182","18.953135","192.168.1.6","20.207.73.82","TCP","54","20611  >  443 [ACK] Seq=3509 Ack=70811 Win=130560 Len=0"
"1183","18.961963","20.212.88.117","192.168.1.6","TLSv1.2","113","Application Data"
"1184","18.962484","192.168.1.6","20.212.88.117","TLSv1.2","120","Ignored Unknown Record"
"1185","18.969464","192.168.1.1","192.168.1.6","TCP","55","53  >  20614 [PSH, ACK] Seq=1 Ack=50 Win=29216 Len=1 [TCP PDU reassembled in 1195]"
"1186","18.990249","142.250.192.4","192.168.1.6","UDP","272","443  >  57976 Len=230"
"1187","18.990547","142.250.192.4","192.168.1.6","UDP","65","443  >  57976 Len=23"
"1188","18.990803","192.168.1.6","142.250.192.4","UDP","78","57976  >  443 Len=36"
"1189","18.994557","142.250.192.4","192.168.1.6","UDP","249","443  >  57976 Len=207"
"1190","18.994557","142.250.192.4","192.168.1.6","UDP","65","443  >  57976 Len=23"
"1191","18.995356","192.168.1.6","142.250.192.4","UDP","78","57976  >  443 Len=36"
"1192","19.003352","20.212.88.117","192.168.1.6","TCP","54","443  >  19633 [ACK] Seq=60 Ack=68 Win=251 Len=0"
"1193","19.014814","192.168.1.6","192.168.1.1","TCP","54","20614  >  53 [ACK] Seq=50 Ack=2 Win=131328 Len=0"
"1194","19.018071","142.250.192.4","192.168.1.6","UDP","67","443  >  57976 Len=25"
"1195","19.018388","192.168.1.1","192.168.1.6","DNS","417","Standard query response 0xad8f A github-cloud.s3.amazonaws.com CNAME s3-1-w.amazonaws.com CNAME s3-w.us-east-1.amazonaws.com A 3.5.30.85 A 54.231.131.201 A 52.217.230.209 A 52.216.114.195 A 52.216.10.59 A 52.216.45.9 A 54.231.128.113 A 16.182.103.97 NS ns-1173.awsdns-18.org NS ns-1620.awsdns-10.co.uk NS ns-328.awsdns-41.com NS ns-674.awsdns-20.net"
"1196","19.018553","192.168.1.6","192.168.1.1","TCP","54","20614  >  53 [FIN, ACK] Seq=50 Ack=365 Win=130816 Len=0"
"1197","19.018681","192.168.1.6","185.199.110.133","TLSv1.2","163","Application Data"
"1198","19.018722","192.168.1.6","185.199.110.133","TLSv1.2","93","Application Data"
"1199","19.020470","192.168.1.1","192.168.1.6","TCP","54","53  >  20614 [FIN, ACK] Seq=365 Ack=51 Win=29216 Len=0"
"1200","19.020519","192.168.1.6","192.168.1.1","TCP","54","20614  >  53 [ACK] Seq=51 Ack=366 Win=130816 Len=0"
"1201","19.030730","185.199.110.133","192.168.1.6","TCP","66","443  >  20124 [ACK] Seq=1 Ack=1 Win=330 Len=0 SLE=110 SRE=149"
"1202","19.030730","185.199.110.133","192.168.1.6","TCP","54","443  >  20124 [ACK] Seq=1 Ack=149 Win=330 Len=0"
"1203","19.030815","185.199.110.133","192.168.1.6","TLSv1.2","93","Application Data"
"1204","19.037829","192.168.1.6","192.168.1.1","TCP","54","20615  >  53 [FIN, ACK] Seq=50 Ack=1 Win=131328 Len=0"
"1205","19.076958","192.168.1.6","185.199.110.133","TCP","54","20124  >  443 [ACK] Seq=149 Ack=40 Win=511 Len=0"
"1206","19.078987","192.168.1.1","192.168.1.6","TCP","54","53  >  20615 [ACK] Seq=1 Ack=51 Win=29216 Len=0"
"1207","19.307064","192.168.1.6","20.207.73.82","TLSv1.3","688","Application Data"
"1208","19.307227","192.168.1.6","20.207.73.82","TLSv1.3","165","Application Data"
"1209","19.307694","192.168.1.6","20.207.73.82","TLSv1.3","155","Application Data"
"1210","19.307775","192.168.1.6","20.207.73.82","TLSv1.3","192","Application Data"
"1211","19.308065","192.168.1.6","20.207.73.82","TLSv1.3","185","Application Data"
"1212","19.308137","192.168.1.6","20.207.73.82","TLSv1.3","158","Application Data"
"1213","19.316588","192.168.1.6","192.168.1.1","DNS","93","Standard query 0xb2d8 A browser.events.data.microsoft.com"
"1214","19.316889","192.168.1.6","192.168.1.1","DNS","93","Standard query 0x4ca1 HTTPS browser.events.data.microsoft.com"
"1215","19.334753","20.207.73.82","192.168.1.6","TCP","66","[TCP Dup ACK 1070#1] 443  >  20611 [ACK] Seq=70811 Ack=3509 Win=80896 Len=0 SLE=4143 SRE=4254"
"1216","19.334753","20.207.73.82","192.168.1.6","TCP","74","[TCP Dup ACK 1070#2] 443  >  20611 [ACK] Seq=70811 Ack=3509 Win=82944 Len=0 SLE=4493 SRE=4624 SLE=4143 SRE=4254"
"1217","19.334846","20.207.73.82","192.168.1.6","TCP","74","[TCP Dup ACK 1070#3] 443  >  20611 [ACK] Seq=70811 Ack=3509 Win=86016 Len=0 SLE=4493 SRE=4728 SLE=4143 SRE=4254"
"1218","19.334846","20.207.73.82","192.168.1.6","TCP","74","[TCP Dup ACK 1070#4] 443  >  20611 [ACK] Seq=70811 Ack=3509 Win=89088 Len=0 SLE=4143 SRE=4355 SLE=4493 SRE=4728"
"1219","19.334846","20.207.73.82","192.168.1.6","TCP","66","[TCP Dup ACK 1070#5] 443  >  20611 [ACK] Seq=70811 Ack=3509 Win=92160 Len=0 SLE=4143 SRE=4728"
"1220","19.340632","192.168.1.1","192.168.1.6","DNS","217","Standard query response 0xb2d8 A browser.events.data.microsoft.com CNAME browser.events.data.trafficmanager.net CNAME onedscolprdcus06.centralus.cloudapp.azure.com A 13.89.179.8"
"1221","19.340632","192.168.1.1","192.168.1.6","DNS","262","Standard query response 0x4ca1 HTTPS browser.events.data.microsoft.com CNAME browser.events.data.trafficmanager.net CNAME onedscolprdcus16.centralus.cloudapp.azure.com SOA ns1-201.azure-dns.com"
"1222","19.341277","192.168.1.6","3.6.211.252","TCP","54","20316  >  443 [FIN, ACK] Seq=1 Ack=2 Win=509 Len=0"
"1223","19.341639","192.168.1.6","13.89.179.8","TCP","66","20616  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1224","19.341843","185.199.110.133","192.168.1.6","TLSv1.2","596","Application Data"
"1225","19.342451","192.168.1.6","192.168.1.1","TCP","66","20617  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1226","19.342633","192.168.1.6","192.168.1.1","TCP","66","20618  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1227","19.342902","185.199.110.133","192.168.1.6","TLSv1.2","1068","Application Data"
"1228","19.343063","192.168.1.6","185.199.110.133","TCP","54","20124  >  443 [ACK] Seq=149 Ack=1596 Win=515 Len=0"
"1229","19.343609","192.168.1.6","185.199.110.133","TLSv1.2","89","Application Data"
"1230","19.345227","192.168.1.1","192.168.1.6","TCP","66","53  >  20617 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=32"
"1231","19.345227","192.168.1.1","192.168.1.6","TCP","66","53  >  20618 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=32"
"1232","19.345321","192.168.1.6","192.168.1.1","TCP","54","20617  >  53 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"1233","19.345376","192.168.1.6","192.168.1.1","TCP","56","20617  >  53 [PSH, ACK] Seq=1 Ack=1 Win=131328 Len=2 [TCP PDU reassembled in 1235]"
"1234","19.345381","192.168.1.6","192.168.1.1","TCP","54","20618  >  53 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"1235","19.345441","192.168.1.6","192.168.1.1","DNS","107","Standard query 0xc90a A optimizationguide-pa.googleapis.com"
"1236","19.345505","192.168.1.6","192.168.1.1","TCP","56","20618  >  53 [PSH, ACK] Seq=1 Ack=1 Win=131328 Len=2 [TCP PDU reassembled in 1237]"
"1237","19.345543","192.168.1.6","192.168.1.1","DNS","107","Standard query 0x6057 HTTPS optimizationguide-pa.googleapis.com"
"1238","19.346898","192.168.1.1","192.168.1.6","TCP","55","53  >  20612 [PSH, ACK] Seq=1 Ack=44 Win=29216 Len=1 [TCP PDU reassembled in 1254]"
"1239","19.347083","192.168.1.1","192.168.1.6","TCP","54","53  >  20617 [ACK] Seq=1 Ack=3 Win=29216 Len=0"
"1240","19.349517","192.168.1.1","192.168.1.6","TCP","54","53  >  20617 [ACK] Seq=1 Ack=56 Win=29216 Len=0"
"1241","19.349517","192.168.1.1","192.168.1.6","TCP","54","53  >  20618 [ACK] Seq=1 Ack=3 Win=29216 Len=0"
"1242","19.349577","192.168.1.1","192.168.1.6","TCP","54","53  >  20618 [ACK] Seq=1 Ack=56 Win=29216 Len=0"
"1243","19.349903","185.199.110.133","192.168.1.6","TCP","54","443  >  20124 [ACK] Seq=1596 Ack=184 Win=330 Len=0"
"1244","19.349903","185.199.110.133","192.168.1.6","TCP","54","[TCP Dup ACK 1243#1] 443  >  20124 [ACK] Seq=1596 Ack=184 Win=330 Len=0"
"1245","19.358770","192.168.1.6","20.207.73.82","TCP","1273","[TCP Retransmission] 20611  >  443 [PSH, ACK] Seq=3509 Ack=70811 Win=130560 Len=1219"
"1246","19.366669","3.6.211.252","192.168.1.6","TLSv1.2","78","[TCP Previous segment not captured] , Application Data"
"1247","19.366669","3.6.211.252","192.168.1.6","TCP","54","443  >  20316 [FIN, ACK] Seq=26 Ack=2 Win=27 Len=0"
"1248","19.366782","192.168.1.6","3.6.211.252","TCP","54","20316  >  443 [RST, ACK] Seq=2 Ack=26 Win=0 Len=0"
